title,company,country,description,url,skills
Principal Machine Learning Engineer,Roche,Switzerland,"At Roche you can show up as yourself, embraced for the unique qualities you bring. Our culture encourages personal expression, open dialogue, and genuine connections, where you are valued, accepted and respected for who you are, allowing you to thrive both personally and professionally. This is how we aim to prevent, stop and cure diseases and ensure everyone has access to healthcare today and for generations to come. Join Roche, where every voice matters. The Position Advances in AI, data, and…",https://www.adzuna.ch/details/5704024170?utm_medium=api&utm_source=fec1d0ee,"rag, ner"
Sr. Machine Learning Engineer,"QSC, LLC",Switzerland,"As a Senior ML Engineer in the intelligent AV pod, you will be responsible for evaluating, integrating, and optimizing state-of-the-art machine learning models that power the perception and awareness engine behind Q-SYS VisionSuite . T his position emphasizes strong engineering execution: systematically benchmarking external and internal models, selecting the right techniques for production constraints, and ensuring robust deployment in real-time, resource-constrained AV environments. You will …",https://www.adzuna.ch/details/5661305644?utm_medium=api&utm_source=fec1d0ee,
Senior Machine Learning Engineer,Bjak,Switzerland,"Company A1 is building a proactive AI smart assistant for everyday users to bring intelligence to conversations, errands, organising and workflows. Our product focuses on achieving high reliability for long-running workflows, persistent context, and real-world task completion. The system must handle multi-step reasoning, interact with external tools, and remain reliable despite non-deterministic model behavior. Role As a Senior Member of Technical Staff, Machine Learning, you are an independent…",https://www.adzuna.ch/details/5743996216?utm_medium=api&utm_source=fec1d0ee,gan
Junior Machine Learning Engineer (Internship),Visium SA,Switzerland,"Role: Junior Machine Learning Engineer Start Date: September 2026 Contract: Internship Duration: 6-months Location: Lausanne or Zürich About us At Visium, we enable enterprise executives in defining their AI & Data strategy, execute large scale transformations and implement AI across operations, ensuring their organization becomes future-proof. With expertise in strategy, architecture, cloud engineering, analytics, artificial intelligence and machine learning, we empower our clients to unleash …",https://www.adzuna.ch/details/5712597303?utm_medium=api&utm_source=fec1d0ee,gan
Senior AI Machine Learning Engineer,Nexthink,Switzerland,"Job Description Are you passionate about AI and eager to drive innovation in a fast-paced, impact-driven environment? Do you have experience developing AI-powered applications and enjoy mentoring others? If so, we invite you to join Nexthink as a Senior ML Engineer ! As a key member of our AI team, you will design, develop, and deploy scalable AI solutions, leveraging cutting-edge technologies to enhance digital employee experiences for millions worldwide. Responsibilities Lead AI Development –…",https://www.adzuna.ch/details/5751600472?utm_medium=api&utm_source=fec1d0ee,"scala, rag, git"
"Research Scientist (Machine Learning), Lausanne",Iso,Switzerland,"Isomorphic Labs is applying frontier AI to help unlock deeper scientific insights, faster breakthroughs, and life-changing medicines with an ambition to solve all disease. The future is coming. A future enabled and enriched by the incredible power of machine learning. A future in which diseases are curtailed or cured starting with better and faster drug discovery. Come and be part of an interdisciplinary team driving groundbreaking innovation and play a meaningful role in contributing towards u…",https://www.adzuna.ch/details/5065646956?utm_medium=api&utm_source=fec1d0ee,
"Senior Machine Learning Scientist, Personalization",Expedia,Switzerland,"Expedia Group brands power global travel for everyone, everywhere. We design cutting-edge tech to make travel smoother and more memorable, and we create groundbreaking solutions for our partners. Our diverse, vibrant, and welcoming community is essential in driving our success. Why Join Us? To shape the future of travel, people must come first. Guided by our Values and Leadership Agreements, we foster an open culture where everyone belongs, differences are celebrated and know that when one of u…",https://www.adzuna.ch/details/5739221462?utm_medium=api&utm_source=fec1d0ee,ner
"Machine Learning Engineer, 80-100%",3AP AG,Switzerland,"Machine Learning Engineer, 80-100% Wir sind ein agiles Software-Entwicklungsunternehmen aus der Schweiz mit Sitz in Zürich, Belgrad und Kruševac. Wir unterstützen unsere Kunden dabei, digitale Innovationen zu realisieren und ihre digitale Transformation erfolgreich voranzutreiben . AI in a Box ist ein internes Projekt von 3ap, das unser talentiertes Team entwickelt hat. Die cloudbasierte Plattform umfasst modulare und skalierbare ML-Komponenten, mit denen wir individuelle Lösungen für die Bedür…",https://www.adzuna.ch/details/5734525364?utm_medium=api&utm_source=fec1d0ee,git
"Member of Technical Staff, Machine Learning",Bjak,Switzerland,"Company A1 is building a proactive AI smart assistant for everyday users to bring intelligence to conversations, errands, organising and workflows. Our product focuses on achieving high reliability for long-running workflows, persistent context, and real-world task completion. The system must handle multi-step reasoning, interact with external tools, and remain reliable despite non-deterministic model behavior. Role As a Member of Technical Staff, Machine Learning, you will build core ML compon…",https://www.adzuna.ch/details/5743995934?utm_medium=api&utm_source=fec1d0ee,gan
Senior Machine Learning Engineer - Forecasting Platform,INAIT,Switzerland,"About INAIT INAIT is a Swiss deep-tech AI company headquartered in Lausanne, building on more than 20 years of scientific research to develop a differentiated class of artificial intelligence. We are now in commercialization-scaling mode, focused on AI forecasting, and accelerating our go-to-market through a strategic partnership with Microsoft that covers joint product development, co-selling, and Azure-based deployment. About Future Complete Future Complete is an API-first forecasting platfor…",https://www.adzuna.ch/details/5721849170?utm_medium=api&utm_source=fec1d0ee,"ner, azure"
Postdoctoral Researcher in Fundamental Machine Learning F/M,Machine Learning,Switzerland,"Role Summary The Machine Learning Group at the Idiap Research Institute (Martigny, Switzerland) has an open position for a postdoctoral researcher to contribute to our work on fundamental questions in machine learning and deep learning. Examples of our recent work are provided below. The position is fully funded. The candidate will be expected to conduct independent research while collaborating with members of our group. Various optional opportunities for career development will be available, i…",https://www.adzuna.ch/details/5714898354?utm_medium=api&utm_source=fec1d0ee,
Machine Learning Engineer 100% (f/m/d),Julius Baer,Switzerland,"At Julius Baer, we celebrate and value the individual qualities you bring, enabling you to be impactful, to be entrepreneurial, to be empowered, and to create value beyond wealth. Let’s shape the future of wealth management together. We are seeking a skilled machine learning engineer (ML Eng) to join one of our agile development teams in our ML & AI ART. In this role, you will play a key part in designing, building, and maintaining robust, scalable AI solutions within a DevOps environment. You'…",https://www.adzuna.ch/details/5729808660?utm_medium=api&utm_source=fec1d0ee,scala
"Machine Learning Engineer (Applied ML, B2B SaaS)",aspaara AG,Switzerland,"About the Company We are a fast-growing B2B SaaS company building an AI-driven platform to transform automotive aftersales operations. Our product helps bodyshops, dealer groups, and multi-site operators optimize workflows, improve efficiency, and make better decisions through data. Using digital twin technology and real-time optimization, we uncover operational improvements that are often hidden in day-to-day processes. In practice, this means helping workshops plan work more accurately, assig…",https://www.adzuna.ch/details/5698436150?utm_medium=api&utm_source=fec1d0ee,git
"Delivery Consultant - Machine Learning (GenAI), ProServe EMEA",AWS EMEA SARL ,Switzerland,"Are you looking to work at the forefront of Machine Learning and AI? Would you be excited to apply Generative AI algorithms to solve real world problems with significant impact? The AWS Industries Team at AWS helps AWS customers implement Generative AI solutions and realize transformational business opportunities for AWS customers in the most strategic industry verticals. This is a team of data scientists, engineers, and architects working step-by-step with customers to build bespoke solutions …",https://www.adzuna.ch/details/5692813564?utm_medium=api&utm_source=fec1d0ee,"ner, aws"
PhD Student In Electronic-Structure Machine Learning For Materials,Paul Scherrer Institut,Switzerland,"PhD Student in Electronic-Structure Machine Learning for Materials The Paul Scherrer Institute PSI is the largest research institute for natural and engineering sciences within Switzerland. We perform cutting-edge research in the fields of future technologies, energy and climate, health innovation and fundamentals of nature. By performing fundamental and applied research, we work on sustainable solutions for major challenges facing society, science and economy. PSI is committed to the training …",https://www.adzuna.ch/details/5743728579?utm_medium=api&utm_source=fec1d0ee,ner
PhD Student In Electronic-Structure Machine Learning For Materials,Paul Scherrer Institut ,Switzerland,"Über den Job Das Paul Scherrer Institut PSI ist das grösste Forschungsinstitut für Natur- und Ingenieurwissenschaften in der Schweiz. Wir betreiben Spitzenforschung in den Bereichen Zukunftstechnologien, Energie und Klima, Gesundheitsinnovation und Grundlagen der Natur. Durch Grundlagen- und angewandte Forschung arbeiten wir an nachhaltigen Lösungen für grosse Herausforderungen der Gesellschaft, Wissenschaft und Wirtschaft. Das PSI engagiert sich in der Ausbildung zukünftiger Generationen. Dahe…",https://www.adzuna.ch/details/5740671373?utm_medium=api&utm_source=fec1d0ee,ner
Research Intern - Machine Learning and Natural Language Processing (PhD),Thomson Reuters,Switzerland,"Are you passionate about pushing the boundaries of NLP and ML research? Thomson Reuters Labs in London is seeking a motivated research intern to lead an independent research project at the intersection of cutting-edge AI and real-world applications. What does Thomson Reuters Labs do? We experiment, we build, we deliver. We support the organization and our customers through applied research and development of new products and technologies. Labs innovates collaboratively across our core segments …",https://www.adzuna.ch/details/5722201253?utm_medium=api&utm_source=fec1d0ee,"nlp, gan"
C#/.NET Developer AI / Machine Learning (m/w/d) (16013),IQ Plus AG,Switzerland,"Für einen Kunden suchen wir einen C#/.NET Developer mit Interesse oder Erfahrung im Bereich Artificial Intelligence und Machine Learning. In dieser Funktion arbeitest du an innovativen Softwarelösungen und unterstützt bei der Integration intelligenter Technologien in bestehende und neue Applikationen. Du entwickelst moderne Anwendungen, analysierst technische Anforderungen und bringst neue Ideen im Bereich AI und datenbasierter Automatisierung ein. Abgeschlossene Ausbildung oder Studium im Bere…",https://www.adzuna.ch/details/5714550487?utm_medium=api&utm_source=fec1d0ee,
"Senior Artificial Intelligence (AI)/Machine Learning (ML) Engineer, Video (R&D)",Logitech,Switzerland,"Logitech is the Sweet Spot for people who want their actions to have a positive global impact while having the flexibility to do it in their own way. The role and team: Logitech is the established market leader in video communication solutions for consumers and enterprise users alike. Building on its strong marketing and engineering heritage, Logitech continues to push the boundaries of technology by investing in advanced video processing and AI/ML capabilities. The Video AI/ML Technology Devel…",https://www.adzuna.ch/details/5690226719?utm_medium=api&utm_source=fec1d0ee,git
Praktikant/-in in Informatik,Agroscope,Switzerland,"Praktikant/-in in Informatik 1725 Posieux (und Homeoffice) | 80-100% Diesen Beitrag können Sie leisten Analyse der Nutzungsdaten von IT-Infrastrukturen und IT-Diensten, um Trends, Bedürfnisse und Verbesserungsmöglichkeiten zu identifizieren Entwicklung einfacher und reproduzierbarer Tools wie Pipelines, Berichte, Dashboards oder Prototypen, um das Verständnis und die Steuerung der Dienste zu verbessern Erforschung fortgeschrittener Ansätze wie Zeitreihenanalyse, Anomalieerkennung, Empfehlungssy…",https://www.adzuna.ch/land/ad/5752132943?se=ZqbFTGNi8RGUrfYocEDmjA&utm_medium=api&utm_source=fec1d0ee&v=972A60FB8B806BED1CA859D1D02E3317462C3128,"rag, ner"
"Wissenschaftl./-r Mitarbeiter/-in im Bereich Data Science, Umweltwissenschaften, Agrarwissenschaften",Agroscope,Switzerland,"8046 Zürich (und Homeoffice) | 90-100% Diesen Beitrag können Sie leisten Neuentwicklungen und Umsetzung bestehender Lösungen, um aus Satellitendaten agrarökologische Informationen oder Indikatoren abzuleiten Analyse von Erdbeobachtungsdaten (z. B. Satelliten-, Wetter- und Bodendaten) mithilfe von Machine Learning Verknüpfung von Fernerkundungs- und Umweltdaten, um die Auswirkungen der Landnutzung auf die Agrarlandschaft zu analysieren Veröffentlichung von wissenschaftlichen und praxisorientiert…",https://www.adzuna.ch/land/ad/5747468211?se=ZqbFTGNi8RGUrfYocEDmjA&utm_medium=api&utm_source=fec1d0ee&v=931C8090187AE4C8BD5007D72300E4F3914C5669,"rag, ner"
Director & Group Head (AI-Systems & Scale),Novartis,Switzerland,"Job Description Summary Job Title: Director & Group Head (AI Systems & Scale) LI-Hybrid Location: Basel, Switzerland Relocation Support: This role is based in Basel, Switzerland. Novartis is unable to offer relocation support: please only apply if accessible. Novartis has embraced a bold strategy to drive a company-wide digital transformation. Our objective is to position Novartis as an industry leader by proactively adopting digital technologies that foster innovative approaches to hasten drug…",https://www.adzuna.ch/details/5753696496?utm_medium=api&utm_source=fec1d0ee,git
Systematic Quantitative Researcher – Medium/High Frequency Strategies/ Switzerland / $ Open,Eka Finance,Switzerland,"You’ll be part of a collaborative, research-driven environment focused on data, technology, and scientific rigor. The role involves: Designing, testing, and refining systematic alpha strategies across global markets Working with high-quality data sets to identify inefficiencies Leveraging advanced statistical and machine learning techniques Collaborating closely with portfolio managers, engineers, and data scientists Ensuring robust implementation and performance of strategies in live environme…",https://www.adzuna.ch/details/5750752407?utm_medium=api&utm_source=fec1d0ee,rag
Senior Data Science Consultant,Rockstar Recruiting AG,Switzerland,"Salary: CHF 100'000 - 130'000 per year Requirements: Analytische Denkweise gepaart mit einer pragmatischen, lösungsorientierten Herangehensweise. Fundierte Kenntnisse im Umgang mit großen Datenmengen und modernen Datenbanksystemen. Sicherer Umgang mit Technologien wie SQL, Python, Spark, Hadoop sowie BI-Tools. Sehr gute Kommunikationsfähigkeiten in Deutsch und Englisch. Responsibilities: Verstehe die Geschäftsanforderungen und entwickle datengetriebene Strategien, die echten Mehrwert schaffen. …",https://www.adzuna.ch/details/5752989689?utm_medium=api&utm_source=fec1d0ee,"python, sql, rag, ner, gan, spark, hadoop"
"AI & MLOps Engineering Consultant (Experienced, German-speaking)",Machine Learning Architects Basel ,Switzerland,"At Machine Learning Architects Basel (MLAB), we assist and empower people and organizations in designing, building, and operating reliable data and machine learning solutions. In doing so, our data and AI journeys and effective solution patterns enable our customers to operationalize, scale, and continuously deliver data and AI products beyond the pilot and prototype stages . These patterns and frameworks revolve not only around the latest technologies but also consider role, skills, and proces…",https://www.adzuna.ch/details/5091039655?utm_medium=api&utm_source=fec1d0ee,gan
Tech heavy Product Owner – GenAi Distribution,AXA,Switzerland,"Tech heavy Product Owner – GenAi Distribution (all genders) Jede Erfolgsgeschichte beginnt mit dem Glauben an sich selbst. Als AXA sehen wir uns als Partnerin, die an deiner Seite steht und an dich glaubt. Deshalb fordern und fördern wir dich und zeigen dir proaktiv Möglichkeiten für deine Zukunft auf. Wir ermutigen dich und bieten dir Freiräume, damit du die Dinge, die dir wichtig sind, miteinander verbinden kannst. Gemeinsam mit deinem Engagement und deinem individuellen Beitrag wird daraus e…",https://www.adzuna.ch/land/ad/5753280384?se=ZqbFTGNi8RGUrfYocEDmjA&utm_medium=api&utm_source=fec1d0ee&v=7C65676CAC2CA2DF7FA585D1A68F12E1396F273C,"rag, ner"
"Director and Group Head, Applied AI",Novartis,Switzerland,"Job Description Summary Job Title: Director & Group Head (Applied AI) LI-Hybrid Location: Basel, Switzerland Relocation Support: This role is based in Basel, Switzerland. Novartis is unable to offer relocation support: please only apply if accessible. Novartis has embraced a bold strategy to drive a company-wide digital transformation. Our objective is to position Novartis as an industry leader by proactively adopting digital technologies that foster innovative approaches to hasten drug discove…",https://www.adzuna.ch/details/5753696676?utm_medium=api&utm_source=fec1d0ee,git
"Professional Process Automation & AI Engineer , 80-100%",VZ VermögensZentrum,Switzerland,"Professional Process Automation & AI Engineer (Financial Services), 80-100% Das VZ ist der führende unabhängige Finanzdienstleister der Schweiz. Wir beraten Privatpersonen und Firmen rund ums Geld, verwalten Vermögen und bieten attraktive Finanzdienstleistungen an. Da wir kräftig wachsen, suchen wir Verstärkung für unsere Unternehmensentwicklung beim Paradeplatz in Zürich. Professional Process Automation & AI Engineer (Financial Services), 80-100% Das erwartet dich Du wirst zur CRM-Spezialistin…",https://www.adzuna.ch/land/ad/5723035194?se=ZqbFTGNi8RGUrfYocEDmjA&utm_medium=api&utm_source=fec1d0ee&v=C9FF672BE1C4B6332E818D390D5C186ED29864A6,
"Backend Software Engineer, Python",Cradle,Switzerland,"This is Cradle Proteins are the molecular machines of life, used for many therapeutic, diagnostic, chemical, agricultural and food applications. Designing and optimizing proteins takes a lot of expert knowledge and manual effort, through the use of custom computational and biological tools. Machine learning is revolutionizing this space, by enabling high-fidelity protein models. At Cradle, we offer a software platform for AI-guided discovery and optimization of proteins, so that biologists can …",https://www.adzuna.ch/details/5578531751?utm_medium=api&utm_source=fec1d0ee,
Fachspezialist: in Data Engineering & Management 60-100%,Licht- und Wasserwerk Adelboden AG,Switzerland,"Fachspezialist: in Data Engineering & Management 60-100% Fachspezialist:in Data Engineering & Management (60-100%) Wir sind der Versorgungspartner aus Adelboden. Unsere Kunden und Kundinnen versorgen wir höchst zuverlässig mit Energie aus erneuerbaren Quellen, sauberem Trinkwasser und überzeugenden Kommunikationslösungen. Dank smarten Lösungen, Produkten und Beratungen leisten wir tagtäglich vertrauensvoll einen wesentlichen Beitrag für eine nachhaltige Energie-, Elektro- und ICT-Zukunft. Zur V…",https://www.adzuna.ch/land/ad/5728109264?se=ZqbFTGNi8RGUrfYocEDmjA&utm_medium=api&utm_source=fec1d0ee&v=D26B4763896F3511E81065A73FD8B781D172048F,"rag, ner"
IT Software Architekt,Consult & Pepper AG,Switzerland,"IT Software Architekt Du willst nicht nur analysieren, sondern aktiv mitgestalten? In dieser Rolle bringst du dein Know-how rund um Geschäftsprozesse, ERP-Systeme und Digitalisierung gezielt ein und prägst die Transformation von KMU nachhaltig mit. Unser Partner, ein wachstumsstarkes ERP-Beratungsunternehmen aus der Zentralschweiz, vereint Technologieverständnis mit Bodenständigkeit. Statt starrer Lösungen setzt man auf smarte Prozessdigitalisierung, Kundenbeziehungen auf Augenhöhe und Eigenver…",https://www.adzuna.ch/land/ad/5749117248?se=ZqbFTGNi8RGUrfYocEDmjA&utm_medium=api&utm_source=fec1d0ee&v=8B1BEE37E3E417DABB78C4DE702B4A5D7D451F90,"ner, git"
AI Engineer – Agentic Systems,Rockstar Recruiting AG,Switzerland,"Salary: CHF 120'000 - 140'000 per year Requirements: • 5 years of professional experience developing and deploying machine learning models • Strong Python programming skills with clean, modular, production-ready code • Experience with large language models, orchestration, and multi-agent frameworks (e.g. LangGraph) • Solid understanding of ML system design, including integration with real-world software infrastructure Responsibilities: • Design and implement AI solutions for complex use cases i…",https://www.adzuna.ch/details/5752989838?utm_medium=api&utm_source=fec1d0ee,python
Director & Group Head (AI-Systems & Scale),Job-Room,Switzerland,"Job ID REQ-10079985 Jun 04, 2026 Switzerland  Summary  Job Title: Director & Group Head (AI Systems & Scale) \\LI-Hybrid Location: Basel, Switzerland Relocation Support: This role is based in Basel, Switzerland. Novartis is unable to offer relocation support: please only apply if accessible. Novartis has embraced a bold strategy to drive a company-wide digital transformation. Our objective is to position Novartis as an industry leader by proactively adopting digital technologies that foster inn…",https://www.adzuna.ch/details/5754272846?utm_medium=api&utm_source=fec1d0ee,git
"Director and Group Head, Applied AI",Job-Room,Switzerland,"Job ID REQ-10079914 Jun 04, 2026 Switzerland  Summary  Job Title: Director & Group Head (Applied AI) \\LI-Hybrid Location: Basel, Switzerland Relocation Support: This role is based in Basel, Switzerland. Novartis is unable to offer relocation support: please only apply if accessible. Novartis has embraced a bold strategy to drive a company-wide digital transformation. Our objective is to position Novartis as an industry leader by proactively adopting digital technologies that foster innovative …",https://www.adzuna.ch/details/5754273445?utm_medium=api&utm_source=fec1d0ee,git
Full stack software engineer,Koemei,Switzerland,"We're looking for a creative, talented and driven individual, who shares our passion to improve lives and augment the way people and business systems interact. Join our team as a Full stack software engineer and participate in driving our company to the next level. You must be self starting, result oriented and passionate. Responsibilities You will be responsible for the development and deployment of our web-based speech recognition, natural language processing and search applications. This wil…",https://www.adzuna.ch/details/4800586362?utm_medium=api&utm_source=fec1d0ee,
Solution Architecture,Innovation Process Technology AG,Switzerland,"Salary: CHF 125'000 - 140'000 per year Requirements: 5 Jahre Projekterfahrung im Software Engineering und/oder Softwarearchitektur Erfahrung mit verschiedenen IT-Architekturen Guter Überblick über aktuelle Trends in der IT Industrie (Cloud Native, Machine Learning, Serverless, o.ä.) Abgeschlossenes Studium (Informatik, Wirtschaftsinformatik, Mathematik, Elektrotechnik, Physik o.ä.) Teamplayer und gute kommunikative Fähigkeiten Professionelles Auftreten und fliessende Deutsch- und Englischkenntn…",https://www.adzuna.ch/details/5752989686?utm_medium=api&utm_source=fec1d0ee,
Data Scientist & Developer,ch-integral,Switzerland,"Data Scientist & Developer (m, w, d, 80–100%) Das sind Ihre Aufgaben Weiterentwicklung unserer Data- und Analytics-Fähigkeiten – von der Datenbasis bis hin zu datengetriebenen Produkten und fundierten Entscheidungsgrundlagen für die öV-Branche Konzeption, Entwicklung, Betrieb und Automatisierung modularer Lösungen, Berechnungstools sowie Datenaufbereitungs- und Datenverarbeitungsprozesse in einer modernen Data-Science-Umgebung (u. a. R, , Git, CI/CD, Posit Workbench) inkl. Optimierung bestehend…",https://www.adzuna.ch/land/ad/5752132600?se=VGqaTWNi8RGI27gKLue9KA&utm_medium=api&utm_source=fec1d0ee&v=B000F782AE3B927A1636E8C4266FE9750CB5F652,"ner, git"
Full Stack Developer and Data Scientist,Groupe E SA,Switzerland,"Active in Western Switzerland, we help our clients realize their projects by providing global, efficient, and sustainable energy solutions, whether it concerns the production and distribution of electricity and heat, electrical installations, home automation, soft mobility, or water treatment. An exemplary employer, we support the skills development of our employees, including 245 apprentices, as well as the balance between private and professional life. The Electrical Energy Division operates …",https://www.adzuna.ch/land/ad/5723043129?se=VGqaTWNi8RGI27gKLue9KA&utm_medium=api&utm_source=fec1d0ee&v=8AE316CB13E350250331AE80D2A8ABF7ECCD8890,ner
Full Stack Developer und Data Scientist Trading,Groupe E SA,Switzerland,"In der Westschweiz tätig, unterstützen wir unsere Kundschaft bei der Umsetzung ihrer Projekte durch die Bereitstellung globaler, effizienter und nachhaltiger Energielösungen, sei es bei der Erzeugung und Verteilung von Strom und Wärme, bei Elektroinstallationen, Hausautomation, sanfter Mobilität oder der Wasseraufbereitung. Als vorbildliche Arbeitgebende unterstützen wir die Kompetenzentwicklung unserer Mitarbeitenden, darunter 245 Lernende, sowie die Vereinbarkeit von Privat- und Berufsleben. …",https://www.adzuna.ch/land/ad/5723043300?se=VGqaTWNi8RGI27gKLue9KA&utm_medium=api&utm_source=fec1d0ee&v=B232881232AFC577A2B76381FC99B8457EEC0DEB,ner
Stagiaire Data Scientist,Chanel,Switzerland,"Stagiaire Data Scientist Notre mission : exploiter la puissance des données pour automatiser et professionnaliser les processus clés, tout en accompagnant la croissance de la Maison au niveau mondial. En tant que stagiaire Data Scientist, vous intégrerez une équipe à fort impact, sous la supervision du Lead Data Scientist (reporting au Directeur Supply Chain). Vous contribuerez activement à des projets stratégiques et innovants, en étroite collaboration avec les équipes Operations, Marketing, I…",https://www.adzuna.ch/details/5678487758?utm_medium=api&utm_source=fec1d0ee,
Senior Data Scientist,YouGov Schweiz AG,Switzerland,"Wir suchen eine analytisch starke, technisch versierte und unternehmerisch denkende Persönlichkeit, die moderne Data-Science-Ansätze mit Business-Verständnis und Consumer Intelligence verbindet. Als Senior Data Scientist arbeitest du an der Schnittstelle von Advanced und Predictive Analytics, Consumer Intelligence und datengetriebenen Entscheidungsmodellen. Du entwickelst moderne Analyse- und Modellierungsansätze für nationale und internationale Kunden (weiter) und unterstützt dabei, komplexe D…",https://www.adzuna.ch/details/5751247545?utm_medium=api&utm_source=fec1d0ee,
"Data Scientist & Developer (m, w, d, 80–100%)",ch-integral,Switzerland,"Das sind Ihre Aufgaben Weiterentwicklung unserer Data- und Analytics-Fähigkeiten – von der Datenbasis bis hin zu datengetriebenen Produkten und fundierten Entscheidungsgrundlagen für die öV-Branche Konzeption, Entwicklung, Betrieb und Automatisierung modularer Lösungen, Berechnungstools sowie Datenaufbereitungs- und Datenverarbeitungsprozesse in einer modernen Data-Science-Umgebung (u. a. R, Python, Git, CI/CD, Posit Workbench) inkl. Optimierung bestehender Schnittstellen Sicherstellung von Qua…",https://www.adzuna.ch/land/ad/5752136534?se=VGqaTWNi8RGI27gKLue9KA&utm_medium=api&utm_source=fec1d0ee&v=402FEFC36668427BF90E19324B616756B1C43532,"python, ner, git"
Fullstack Data Scientist - Deutschsprachig,Rockstar Recruiting AG,Switzerland,"Salary: CHF 100'000 - 130'000 per year Requirements: Vielseitige Aufgaben: Übernehmen Sie Verantwortung im Data Engineering und Data Science Bereich. Data Engineering: Aufbau und Betrieb des Data Warehouses, Entwicklung von Data Pipelines, Integration verschiedener Datenquellen. Data Science: Anwendung von ML-Konzepten, Modellierungstechniken, E-Commerce-ML-Erfahrung. Profil: Mehrjährige Datenanalyse- und -verwaltungserfahrung, Projektmanagement- und Teamführungskompetenz, relevanter Abschluss.…",https://www.adzuna.ch/details/5752989963?utm_medium=api&utm_source=fec1d0ee,ner
Data Scientist Epic 100%,Job-Room,Switzerland," Ihr Wirkungsfeld  * In dieser vielseitigen Rolle arbeiten Sie an der Schnittstelle von Informatik, Kliniken und Fachbereichen und ermöglichen datenbasierte Entscheidungen im Gesundheitswesen * Gemeinsam mit internen Stakeholdern identifizieren Sie datengetriebene Fragestellungen und überführen fachliche Anforderungen in analytische Lösungen * Die Analyse, Aufbereitung und Interpretation von Gesundheits- und Betriebsdaten schaffen fundierte Entscheidungsgrundlagen für unterschiedliche Anspruchs…",https://www.adzuna.ch/details/5754269206?utm_medium=api&utm_source=fec1d0ee,rag
Senior Data Scientist Retail Media,Advertima Vision AG,Switzerland,"About Advertima Vision Advertima is building the missing infrastructure that brings the power of digital advertising to the physical world. Today, most advertising inside physical retail stores still operates like the internet did twenty years ago: static screens, no audience intelligence, and almost no measurable performance. Meanwhile, online advertising evolved into a trillion-dollar ecosystem powered by real-time data, automation, and programmatic infrastructure. We are changing that. Adver…",https://www.adzuna.ch/details/5733268496?utm_medium=api&utm_source=fec1d0ee,git
Medical Imaging Data Scientist 80%,Job-Room,Switzerland," The Department of Ophthalmology at the Universitätsspital Zürich is an active contributor to the Fight Retinal Blindness! (FRB!) registry, an international, clinician-led initiative collecting real-world longitudinal data on retinal diseases. Retinal diseases such as AMD and DME are major causes of visual impairment worldwide. With the increasing availability of longitudinal ophthalmic imaging, especially Optical Coherence Tomography (OCT), and detailed clinical records, there is a growing opp…",https://www.adzuna.ch/details/5755351477?utm_medium=api&utm_source=fec1d0ee,git
Senior Statistical Methodology Data Scientist,Job-Room,Switzerland,"At Roche you can show up as yourself, embraced for the unique qualities you bring. Our culture encourages personal expression, open dialogue, and genuine connections, where you are valued, accepted and respected for who you are, allowing you to thrive both personally and professionally. This is how we aim to prevent, stop and cure diseases and ensure everyone has access to healthcare today and for generations to come. Join Roche, where every voice matters.The PositionThis role is in the Statist…",https://www.adzuna.ch/details/5754273357?utm_medium=api&utm_source=fec1d0ee,"rag, ner"
Full Stack Developer & Data Scientist Trading 80-100% - CDM 12 mois,Groupe E SA,Switzerland,"Actif-ve-s en Suisse occidentale, nous aidons nos client-e-s à réalis Full Stack Developer & Data Scientist Trading (H/F) 80-100% - CDM 12 mois Actif-ve-s en Suisse occidentale, nous aidons nos client-e-s à réaliser leurs projets en fournissant des solutions énergétiques globales, efficaces et durables, qu'il s'agisse de production et de distribution d'électricité et de chaleur, d'installations électriques, de domotique, de mobilité douce, de climatisation ou de traitement de l'eau. Employeur e…",https://www.adzuna.ch/land/ad/5723043250?se=VGqaTWNi8RGI27gKLue9KA&utm_medium=api&utm_source=fec1d0ee&v=D026EA35A37687D2C7F93F8FD79F44AA2E471FE7,ner
"Data Scientist - QuantumBlack, AI by McKinsey",Job-Room,Switzerland,"Do you want to do work that matters, alongside supportive leaders who will help you grow faster than you ever thought possible? Are you a creative problem-solver who is energized by challenges? You-ve come to the right place.  YOUR IMPACT  You will work in multi-disciplinary environments harnessing data to provide real-world impact for organizations globally. You will influence many of the recommendations our clients need to positively change their businesses and enhance performance. You will b…",https://www.adzuna.ch/details/5739579656?utm_medium=api&utm_source=fec1d0ee,"ner, gan"
"Data Scientist (Translational Data, Transfers & Statistics – Phase I)",Ridgeline Discovery,Switzerland,"About us GRANITE BIO is a private biotechnology company located in Basel (Switzerland). GRANITE BIO is supported by top-tier investors with ~$100M raised to date. Based on fundamental research conducted over the last two decades, GRANITE BIO’s is pursuing a differentiated approach to transform inflammatory, autoimmune, and fibrotic conditions. Both our programs are first-in-class monoclonal antibodies for large market opportunities in Immunology and Inflammation. GRT-001, the lead asset, deplet…",https://www.adzuna.ch/details/5723514415?utm_medium=api&utm_source=fec1d0ee,
