title,company,country,description,url,skills
Insegnanti di Intelligenza Artificiale (Ia),Sogedi Srl,Italy,"Scuola di informatica ricerca insegnanti di intelligenza artificiale (AI) domiciliati a Roma, con il seguente incarico libero-professionale: - Insegnamento di concetti fondamentali dell'IA (machine learning, deep learning, reti neurali, ecc.) - Sviluppo di materiali didattici innovativi - Creazione di progetti pratici e coinvolgenti per gli studenti - Supporto agli studenti nello sviluppo di competenze nel campo dell'IA - Eventuale partecipazione a progetti di ricerca o competizioni - Titolo di…",https://www.adzuna.it/details/5754462816?utm_medium=api&utm_source=fec1d0ee,
Senior Data Scientist,OVS SpA,Italy,"In OVS SpA non cerchiamo solo ""esecutori"", ma professionisti con la voglia di trasformare il business attraverso l'intelligenza artificiale. La tecnologia è il motore della nostra strategia e il tuo ruolo sarà fondamentale per integrare l'esperienza fisica dei nostri store con quella digitale, creando un impatto tangibile sul futuro del retail. All'interno del team Digital Transformation & Information Technology, sarai il punto di riferimento per l'evoluzione dei nostri modelli analitici e dell…",https://www.adzuna.it/details/5729783469?utm_medium=api&utm_source=fec1d0ee,git
Riconoscimento Della Posizione di Oggetti Noti in Immagini 3D Tramite Intelligenza Artificiale,TecnoFerrari,Italy,Obiettivo del Progetto: L'obiettivo principale di questo progetto è lo sviluppo di un sistema basato su tecniche di Intelligenza Artificiale per riconoscere la posizione di oggetti noti acquisiti da una camera 3D. Il progetto prevede l'integrazione di strumenti di visione artificiale con modelli di machine learning per l'estrazione e l'analisi delle informazioni spaziali. Attività previste: Studio preliminare Analisi delle tecnologie di imaging 3D disponibili. Revisione della letteratura scient…,https://www.adzuna.it/details/5751998383?utm_medium=api&utm_source=fec1d0ee,
Formatore Esperto Su Intelligenza Artificiale Applicata Alle Stem,CertComp,Italy,"Per i nostri percorsi di formazione su Palermo, ricerchiamo Formatori Esperti per l’attivazione di laboratori IN PRESENZA tramite l'utilizzo dell'intelligenza artificiale applicata alle STEM. Competenze Tecnico-Scientifiche - Conoscenza delle tecnologie AI: machine learning, deep learning, reti neurali, NLP, visione artificiale. - Esperienza con strumenti AI per le STEM: es. Teachable Machine, Scratch con estensioni AI, Arduino con moduli intelligenti, GeoGebra AI. - Sviluppo di modelli preditt…",https://www.adzuna.it/details/5754442985?utm_medium=api&utm_source=fec1d0ee,nlp
Junior AI Developer,Dale Consulting,Italy,"Dale Consulting ricerca una figura di Junior AI Developer per un importante cliente internazionale in ambito Banking, da inserire in progetti orientati allo sviluppo di toolkit e servizi AI, con focus su attività di training, evaluation e inference. | CHI SIAMO Dale Group, società di Consulenza Informatica specializzata nel settore del Core Banking offre servizi ai principali players internazionali del settore IT. Società dedita all’eccellenza e all'impegno costante per supportare le sfide dei …",https://www.adzuna.it/land/ad/5736368853?se=QpHMPWNi8RGTyc16BXlIog&utm_medium=api&utm_source=fec1d0ee&v=A19CF4EF786D874CD3DC1D4A71C95772EA83B66E,
AI Engineer,CRIF,Italy,"AI Engineer CRIF, a prestigious and innovative international group specializing in informational solutions, decision models, outsourcing, software, and consulting services to support banks, financial companies, insurance companies, utilities, and telecommunications companies, is seeking a AI Engineer . The resource will join the Global AI Data Products team, the centre of innvoation and excellence, and will contribute to the design, development, and deployment of Artificial Intelligence and Gen…",https://www.adzuna.it/land/ad/5704475858?se=GuqLPmNi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=fec1d0ee&v=ADFE6269F6F34A781680A194D0D399CF1A8E99CA,
E&I Engineer,agap2 Italia,Italy,"Ruolo: E&I Engineer Azienda: AGAP2 Italia Sede di lavoro: Novara (NO) Settore: Oil & Gas Chi siamo Parte del Gruppo MoOngy, AGAP2 è presente sul mercato europeo in 14 paesi con servizi di consulenza ingegneristica e IT. Dal 2018, agap2 Italia opera sul territorio nazionale nei seguenti settori: Automotive, Aerospace, Industrial Automation, Energy, Oil & Gas, Betting & Gaming, Fashion & Luxury, Finance, Healthcare. National HQ: Milano Dipendenti: 1000 Fatturato 2024: €50M In AGAP2 valorizziamo c…",https://www.adzuna.it/land/ad/5729110660?se=GuqLPmNi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=fec1d0ee&v=D26B7DFC404884B5EE51CB3CDD421265CE23645B,ner
AI Engineer,AYES - Management & Technology Consulting,Italy,"Unisciti ad AYES e fai la differenza! AYES, multinazionale leader nella consulenza ingegneristica e tecnologica, in ottica di continua espansione in Italia e all’estero, è alla ricerca di un AI Engineer con competenze in Agentic AI , Large Language Models (LLM) e sviluppo di soluzioni AI avanzate. Operiamo nei settori più innovativi dell’industria: Automotive, Aerospazio & Difesa, Ferroviario, Energia, Industrial Automation e Digital Transformation. Con sedi in Italia, Europa e Stati Uniti, sup…",https://www.adzuna.it/land/ad/5744268391?se=GuqLPmNi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=fec1d0ee&v=B1AC0CB9335A204FCE580E97907FD72F70A3C96E,"llm, ner, git"
AI Engineer,KeyPartners,Italy,"Per nostro cliente, azienda italiana leader nel mondo dell'intelligence e cybersecurity, siamo alla ricerca di un/una AI Engineer. La risorsa, possiede un solido background nelle tecnologie di machine learning, deep learning e AI, con una comprovata esperienza nella fornitura di soluzioni basate sull’intelligenza artificiale in un ambiente di produzione. Questo ruolo richiede la collaborazione con team interfunzionali, tra cui sviluppatori, ingegneri e product manager, per creare prodotti AI in…",https://www.adzuna.it/land/ad/5731352960?se=GuqLPmNi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=fec1d0ee&v=61A052BB8F589B0F36D5FCAD10AD73FC5364497E,ner
AI Engineer,Tenth Revolution Group,Italy,"Tenth Revolution Group, società di recruitment specializzata in profili IT, ricerca per società di consulenza internazionale con progetti complessi e ad alto contenuto tecnologico: AI Engineer La risorsa entrerà a far parte di un team tecnico multidisciplinare e sarà coinvolta nello sviluppo di soluzioni software moderne e scalabili, con forte esposizione a tematiche di Artificial Intelligence. Lavorerà su progetti ad alto impatto contribuendo sia allo sviluppo backend e cloud-native sia all’in…",https://www.adzuna.it/land/ad/5739767221?se=GuqLPmNi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=fec1d0ee&v=EB9DD2DA21511B1887360BF0896615BB1C927603,scala
AI Engineer,Esprimo S.r.l.,Italy,"ESPRIMO Srl, società di consulenza informatica che opera dal 2002 su tutto il territorio nazionale ed internazionale, a supporto delle imprese, si colloca nel settore dell’Information Technology proponendosi come obiettivo quello di fornire una vasta gamma di prodotti, servizi e soluzioni nelle aree più strategiche per l’impresa, come: Infrastrutture IT, Content Management, ERP, Business Intelligence, CRM, Web Applications, è alla ricerca di n° 1: AI Engineer Competenze richieste Almeno 1/2 ann…",https://www.adzuna.it/land/ad/5729110780?se=GuqLPmNi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=fec1d0ee&v=5DAC6D192DD2B73548C68E8D315C75ABEA6C181E,
AI Engineer,altermAInd,Italy,"Chi siamo? altermAInd è una società AI-Native che opera nella transizione verso l’ impresa post-routine : un modello organizzativo dove intelligenza umana e agenti AI collaborano per costruire aziende più fluide, veloci e adattive. Per noi l’AI non è un semplice tool, ma una nuova infrastruttura operativa. Lavoriamo per aiutare organizzazioni e persone a ripensare processi, flussi di lavoro e modelli decisionali attraverso sistemi AI, agenti, automazioni e nuove modalità collaborative. Sperimen…",https://www.adzuna.it/land/ad/5743369829?se=GuqLPmNi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=fec1d0ee&v=9B463FEDB38877EEA4603DC6C59E98D292891F3E,gan
AI Engineer,Fides,Italy,"Descrizione Azienda Fides è una tech company che da vent’anni si contraddistingue sul mercato per una doppia offerta di servizio: partnership consulenziali con i più importanti system integrator internazionali e sviluppo di progetti IT custom . Grazie a 20 anni di esperienza e oltre 300 risorse dislocate tra le sedi ( Milano, Napoli, Roma e Torino ), Fides si posiziona tra le principali aziende italiane Hi-tech. Le competenze e i progetti Fides si estendono dal Banking & Finance, al Digital Ret…",https://www.adzuna.it/land/ad/5744269152?se=GuqLPmNi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=fec1d0ee&v=F7C5FDFCCA3C8C804313FDDB1E9FC25DBF5E2023,"ner, git"
AI Engineer,Reply,Italy,"Are you an AI Engineer expert in models that work & agents that learn ? We are Reply , and we are looking for you! WHO WE ARE Reply is a company that specialises in Consulting, Systems Integration and Digital Services with a focus on the conception, design and implementation of solutions based on the new communication channels and digital media. Reply partners with key industrial groups in defining and developing business models made possible by the new technological and communication paradigms…",https://www.adzuna.it/land/ad/5742143698?se=GuqLPmNi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=fec1d0ee&v=1E68E9BC3C18EA10582A60E53EC26AB2DD6DF6FB,"ner, git"
AI Engineer,Ideofarm,Italy,"Ideofarm is a wholly owned subsidiary of Powersoft S.p.A., a global leader in the professional audio field, and represents the Powersoft Group’s innovation hub dedicated to exploring, developing, and accelerating new technologies and high-potential ideas into tangible solutions. Ideofarm operates as a Research and Development hub, a project aggregator and accelerator, and an academic partner, supporting innovative ideas from initial concept to market-leading solutions within an integrated R&D e…",https://www.adzuna.it/land/ad/5711022615?se=GuqLPmNi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=fec1d0ee&v=B158973BE41E21FD1A0EB3C07FF9F1EC3AF32C24,ner
Electrical Engineer / Project Engineer,Photon Power Renewable Energy S.R.L.,Italy,"We are looking for a motivated and detail-oriented Project Engineer to join our team. The selected candidate will support the development and execution of renewable energy projects, including photovoltaic (PV), wind, battery storage, and hybrid systems. Key Responsibilities Design and develop High Voltage (HV) and Medium Voltage (MV) electrical schemes Contribute to preliminary, definitive, and executive design phases for HV/MV systems Support Project Managers and Project Engineers in the manag…",https://www.adzuna.it/land/ad/5736372147?se=GuqLPmNi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=fec1d0ee&v=8D6C4F485730CAC3D9FBA56879423EAF65F51F40,"rag, ner"
Hardware Engineer (FPGA engineer),ADENTIS Italia,Italy,"CHI SIAMO ADENTIS Italia è un gruppo europeo di consulenza ingegneristica e operativa facente parte del Gruppo MoOngy . Presente in 14 paesi europei con oltre 8.500 dipendenti , abbiamo aperto, da quattro anni, la prima sede italiana a Milano e, vista la continua crescita, stiamo rafforzando e ampliando il nostro team con persone che condividano gli stessi valori della nostra società: AMBIZIONE, DINAMISMO e VOGLIA DI METTERSI IN GIOCO , il tutto in una realtà in continua evoluzione, nella quale…",https://www.adzuna.it/land/ad/5755053516?se=GuqLPmNi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=fec1d0ee&v=4B8935AD6D2A1C7F1715796DBE8490C601867298,ner
Proposal Engineer,Trillium Flow Technologies,Italy,"Trillium Pumps Italy is looking for a Proposal Engineer. Proposal Engineer reports to the O&G Pumps Retrofit & Replacements Team Manager and is part of Aftermarket Commercial Operations Team 2 (AMCOT2). Proposal Engineer carries out most of its activities during the offer phase, working in close collaboration with the Application Engineer and Mechanical Application Engineer, acting as the main customer reference. Responsibilities Including but not limited to: Customer Technical Specification an…",https://www.adzuna.it/land/ad/5743379177?se=GuqLPmNi8RGHk5mrcEw0_Q&utm_medium=api&utm_source=fec1d0ee&v=1D17C6660C1B1115575A4A24703AB11F2195EFAD,
